BKIndex;Flag;FKS;AP;BGrp;BFeld;Sortierung;Status;Beschreibung;Beschreibung_W;geaendert;Beschreibung_MW;BAKLALT;BAGRALT;BAKL;BAGR;Ebene1;Ebene2;Ebene3;Flag_APOBK
40;3;104;11;T;MZ;110;Ausgelaufen;Werkstattjahr - Medizintechnik;Werkstattjahr - Medizintechnik;2016-01-29 15:51:27;Werkstattjahr - Medizintechnik;**;****;*****;********;**;**;**;3
40;3;104;12;T;MT;110;Ausgelaufen;Werkstattjahr - Metalltechnik;Werkstattjahr - Metalltechnik;2016-01-29 15:51:23;Werkstattjahr - Metalltechnik;**;****;*****;********;**;**;**;3
40;3;104;13;T;CP;110;Ausgelaufen;Werkstattjahr - Physik, Chemie, Biologie;Werkstattjahr - Physik, Chemie, Biologie;2016-01-29 15:51:29;Werkstattjahr - Physik, Chemie, Biologie;**;****;*****;********;**;**;**;3
40;3;104;14;S;SG;110;Ausgelaufen;Werkstattjahr - Sozial- und Gesundheitswesen;Werkstattjahr - Sozial- und Gesundheitswesen;2016-01-29 15:51:30;Werkstattjahr - Sozial- und Gesundheitswesen;**;****;*****;********;**;**;**;3
40;3;104;15;T;TB;110;Ausgelaufen;Werkstattjahr - Textiltechnik und Bekleidung;Werkstattjahr - Textiltechnik und Bekleidung;2016-01-29 15:51:32;Werkstattjahr - Textiltechnik und Bekleidung;**;****;*****;********;**;**;**;3
40;3;104;16;T;VT;110;Ausgelaufen;Werkstattjahr - Vermessungstechnik;Werkstattjahr - Vermessungstechnik;2016-01-29 15:51:34;Werkstattjahr - Vermessungstechnik;**;****;*****;********;**;**;**;3
40;3;104;17;W;WV;110;Ausgelaufen;Werkstattjahr - Wirtschaft und Verwaltung;Werkstattjahr - Wirtschaft und Verwaltung;2016-01-29 15:51:44;Werkstattjahr - Wirtschaft und Verwaltung;**;****;*****;********;**;**;**;3
40;3;999;02;X;XX;115;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:58:01;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
40;3;999;00;X;XX;115;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:57:48;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
40;3;999;01;X;XX;115;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:57:55;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
50;3;102;00;E;EH;120;Ausgelaufen;Praktikanten mit FO-Reife für FS der Ernährung u. Hauswirtschaft;Praktikantinnen mit FO-Reife für FS der Ernährung u. Hauswirtschaft;2015-01-22 12:48:04;Praktikanten/Praktikantinnen mit FO-Reife für FS der Ernährung u. Hauswirtschaft;**;****;*****;********;**;**;**;3
50;3;101;00;S;SG;120;Ausgelaufen;Praktikanten mit FO-Reife für FS der Sozialpädagogik;Praktikantinnen mit FO-Reife für FS der Sozialpädagogik;2015-01-22 12:47:56;Praktikanten/Praktikantinnen mit FO-Reife für FS der Sozialpädagogik;**;****;*****;********;**;**;**;3
50;3;999;00;X;XX;125;Ausgelaufen;Praktikanten: Sonstiger Bildungsgang;Praktikanten: Sonstiger Bildungsgang;2015-08-24 14:58:07;Praktikanten/Praktikantinnen: Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
55;3;101;00;A;AW;140;Ausgelaufen;Agrarwirtschaft;Agrarwirtschaft;2018-05-25 10:48:45;Agrarwirtschaft;**;****;11;********;**;**;**;3
55;3;102;00;T;BT;140;Ausgelaufen;Bautechnik;Bautechnik;2016-01-29 15:51:49;Bautechnik;**;****;32;********;**;**;**;3
55;3;104;00;T;DT;140;Ausgelaufen;Drucktechnik;Drucktechnik;2016-01-29 15:51:50;Drucktechnik;**;****;23;********;**;**;**;3
55;3;105;00;T;ET;140;Ausgelaufen;Elektrotechnik;Elektrotechnik;2016-01-29 15:51:52;Elektrotechnik;**;****;26;********;**;**;**;3
55;3;106;00;E;EH;140;Ausgelaufen;Ernährung und Hauswirtschaft;Ernährung und Hauswirtschaft;2016-01-29 15:51:58;Ernährung und Hauswirtschaft;**;****;83;********;**;**;**;3
55;3;122;00;T;FT;140;Ausgelaufen;Fahrzeugtechnik;Fahrzeugtechnik;2016-01-29 15:52:32;Fahrzeugtechnik;**;****;25;********;**;**;**;3
55;3;107;00;G;FR;140;Ausgelaufen;Farbtechnik und Raumgestaltung;Farbtechnik und Raumgestaltung;2016-01-29 15:51:56;Farbtechnik und Raumgestaltung;**;****;33;********;**;**;**;3
55;3;108;00;T;HT;140;Ausgelaufen;Holztechnik;Holztechnik;2016-01-29 15:52:00;Holztechnik;**;****;22;********;**;**;**;3
55;3;109;00;T;IT;140;Ausgelaufen;Informations- und Telekommunikationstechnik;Informations- und Telekommunikationstechnik;2016-01-29 15:52:02;Informations- und Telekommunikationstechnik;**;****;43;********;**;**;**;3
55;3;110;00;S;KP;140;Ausgelaufen;Körperpflege;Körperpflege;2016-01-29 15:52:10;Körperpflege;**;****;82;********;**;**;**;3
55;3;112;00;T;MM;140;Ausgelaufen;Medien/Medientechnologie;Medien/Medientechnologie;2016-01-29 15:52:08;Medien/Medientechnologie;**;****;23;********;**;**;**;3
55;3;113;00;T;MZ;140;Ausgelaufen;Medizintechnik;Medizintechnik;2016-01-29 15:52:13;Medizintechnik;**;****;82;********;**;**;**;3
55;3;114;00;T;MT;140;Ausgelaufen;Metalltechnik;Metalltechnik;2016-01-29 15:52:15;Metalltechnik;**;****;24;********;**;**;**;3
55;3;116;00;T;CP;140;Ausgelaufen;Physik,Chemie,Biologie;Physik,Chemie,Biologie;2016-01-29 15:52:18;Physik,Chemie,Biologie;**;****;41;********;**;**;**;3
55;3;117;00;S;SG;140;Ausgelaufen;Sozial- und Gesundheitswesen;Sozial- und Gesundheitswesen;2016-01-29 15:52:23;Sozial- und Gesundheitswesen;**;****;82;********;**;**;**;3
55;3;118;00;T;TB;140;Ausgelaufen;Textiltechnik und Bekleidung;Textiltechnik und Bekleidung;2016-01-29 15:52:25;Textiltechnik und Bekleidung;**;****;28;********;**;**;**;3
55;3;120;00;T;VT;140;Ausgelaufen;Vermessungstechnik;Vermessungstechnik;2016-01-29 15:52:27;Vermessungstechnik;**;****;31;********;**;**;**;3
55;3;121;00;W;WV;140;Ausgelaufen;Wirtschaft und Verwaltung;Wirtschaft und Verwaltung;2016-01-29 15:52:30;Wirtschaft und Verwaltung;**;****;71;********;**;**;**;3
55;3;123;04;T;ET;141;Ausgelaufen;Praktikanten mit Förderverträgen - Elektrotechnik;Praktikantinnen mit Förderverträgen - Elektrotechnik;2016-01-29 15:52:39;Praktikanten/Praktikantinnen mit Förderverträgen - Elektrotechnik;**;****;26;********;**;**;**;3
55;3;123;12;T;MT;141;Ausgelaufen;Praktikanten mit Förderverträgen - Metalltechnik;Praktikantinnen mit Förderverträgen - Metalltechnik;2016-01-29 15:52:36;Praktikanten/Praktikantinnen mit Förderverträgen - Metalltechnik;**;****;24;********;**;**;**;3
55;3;999;00;X;XX;142;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:58:16;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
60;3;149;00;T;TB;164;Ausgelaufen;Änderungsschneider;Änderungsschneiderin;2020-04-30 12:19:45;Änderungsschneider/-in;35;3516;*****;2822206;**;**;**;3
60;3;102;00;T;BT;164;Ausgelaufen;Bautechnischer Assistent;Bautechnische Assistentin;2020-04-30 12:19:22;Bautechnische/-r Assistent/-in;62;6230;*****;********;**;**;**;3
60;3;105;00;T;TB;164;Ausgelaufen;Bekleidungstechnischer Assistent;Bekleidungstechnische Assistentin;2020-04-30 12:19:25;Bekleidungstechnische/-r Assistent/-in;62;6273;*****;********;**;**;**;3
60;3;107;00;T;CP;164;Ausgelaufen;Biologisch-technischer Assistent;Biologisch-technische Assistentin;2020-04-30 12:19:27;Biologisch-technische/-r Assistent/-in;63;6310;*****;********;**;**;**;3
60;3;110;00;T;CP;164;Ausgelaufen;Chemisch-technischer Assistent;Chemisch-technische Assistentin;2020-04-30 12:19:29;Chemisch-technische/-r Assistent/-in;62;6261;*****;********;**;**;**;3
60;3;117;00;T;ET;164;Ausgelaufen;Elektrotechnischer Assistent;Elektrotechnische Assistentin;2020-04-30 12:19:30;Elektrotechnische/-r Assistent/-in;62;6220;*****;********;**;**;**;3
60;3;120;00;S;SG;164;Ausgelaufen;Erzieher;Erzieherin;2020-04-30 12:19:31;Erzieher/-in;86;8630;*****;********;**;**;**;3
60;3;122;00;W;WV;164;Ausgelaufen;Fremdsprachenkorrespondent;Fremdsprachenkorrespondentin;2020-04-30 12:19:34;Fremdsprachenkorrespondent/-in;78;7884;*****;********;**;**;**;3
60;3;125;00;G;FR;164;Ausgelaufen;Gestaltungstechnischer Assistent;Gestaltungstechnische Assistentin;2020-04-30 12:19:35;Gestaltungstechnische/-r Assistent/-in;83;8343;*****;********;**;**;**;3
60;3;121;00;S;SG;164;Ausgelaufen;Heilerziehungshelfer;Heilerziehungshelferin;2020-04-30 12:19:32;Heilerziehungshelfer/-in;86;8667;*****;8313101;**;**;**;3
60;3;133;00;T;IT;164;Ausgelaufen;Informationstechnischer Assistent;Informationstechnische Assistentin;2020-04-30 12:19:36;Informationstechnische/-r Assistent/-in;77;7744;*****;********;**;**;**;3
60;3;134;00;S;SG;164;Ausgelaufen;Kinderpfleger;Kinderpflegerin;2020-04-30 12:19:38;Kinderpfleger/-in;86;8670;*****;8311205;**;**;**;3
60;3;135;00;E;EH;164;Ausgelaufen;Lebensmitteltechnischer Assistent;Lebensmitteltechnische Assistentin;2020-04-30 12:19:40;Lebensmitteltechnische/-r Assistent/-in;62;6271;*****;********;**;**;**;3
60;3;146;00;E;EH;164;Ausgelaufen;Servicekraft;Servicekraft;2020-04-30 12:19:41;Servicekraft;91;9120;*****;8321102;**;**;**;3
60;3;147;00;S;SG;164;Ausgelaufen;Sozialhelfer;Sozialhelferin;2020-04-30 12:19:42;Sozialhelfer/-in;86;8697;*****;8314205;**;**;**;3
60;3;148;00;S;KP;164;Ausgelaufen;Technischer Assistent/Kosmetik;Technische Assistentin/Kosmetik;2020-04-30 12:19:43;Technische/-r Assistent/-in / Kosmetik;90;9020;*****;********;**;**;**;3
60;3;999;00;X;XX;165;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2020-04-30 12:20:00;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
60;3;999;01;X;XX;165;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2020-04-30 12:19:58;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
60;3;999;02;X;XX;165;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2020-04-30 12:19:55;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
70;3;102;00;A;AW;170;Ausgelaufen;Agrarwirtschaft;Agrarwirtschaft;2018-03-07 13:24:59;Agrarwirtschaft;**;****;11;********;**;**;**;3
70;3;101;00;T;BT;170;Ausgelaufen;Bautechnik;Bautechnik;2017-01-03 16:32:02;Bautechnik;**;****;32;********;**;**;**;3
70;3;103;00;T;DT;170;Ausgelaufen;Drucktechnik;Drucktechnik;2017-01-03 16:32:10;Drucktechnik;**;****;23;********;**;**;**;3
70;3;104;00;T;ET;170;Ausgelaufen;Elektrotechnik;Elektrotechnik;2018-03-07 13:34:22;Elektrotechnik;**;****;26;********;**;**;**;3
70;3;105;00;E;EH;170;Ausgelaufen;Ernährung und Hauswirtschaft;Ernährung und Hauswirtschaft;2018-03-07 13:34:18;Ernährung und Hauswirtschaft;**;****;83;********;**;**;**;3
70;3;107;00;G;FR;170;Ausgelaufen;Farbtechnik und Raumgestaltung;Farbtechnik und Raumgestaltung;2018-03-07 13:36:22;Farbtechnik und Raumgestaltung;**;****;33;********;**;**;**;3
70;3;115;02;S;SG;170;Ausgelaufen;Gesundheitswesen;Gesundheitswesen;2018-03-07 13:53:58;Gesundheitswesen;**;****;82;********;**;**;**;3
70;3;108;00;T;HT;170;Ausgelaufen;Holztechnik;Holztechnik;2018-03-07 13:39:31;Holztechnik;**;****;22;********;**;**;**;3
70;3;109;00;S;KP;170;Ausgelaufen;Körperpflege;Körperpflege;2018-03-07 13:39:33;Körperpflege;**;****;82;********;**;**;**;3
70;3;110;00;A;AW;170;Ausgelaufen;Land- u. Hauswirtschaft;Land- u. Hauswirtschaft;2015-01-05 11:42:14;Land- u. Hauswirtschaft;**;****;*****;********;**;**;**;3
70;3;111;00;E;EH;170;Ausgelaufen;Lebensmitteltechnik;Lebensmitteltechnik;2015-01-05 11:42:17;Lebensmitteltechnik;**;****;*****;********;**;**;**;3
70;3;112;00;T;MZ;170;Ausgelaufen;Medizintechnik;Medizintechnik;2017-01-03 16:32:40;Medizintechnik;**;****;82;********;**;**;**;3
70;3;113;01;T;MT;170;Ausgelaufen;Metalltechnik - Allgemeine Maschinentechnik;Metalltechnik - Allgemeine Maschinentechnik;2016-02-01 11:02:26;Metalltechnik - Allgemeine Maschinentechnik;**;****;25;********;**;**;**;3
70;3;113;02;T;MT;170;Ausgelaufen;Metalltechnik - Heizung, Lüftung, Sanitär;Metalltechnik - Heizung, Lüftung, Sanitär;2015-01-05 11:42:35;Metalltechnik - Heizung, Lüftung, Sanitär;**;****;34;********;**;**;**;3
70;3;113;03;T;MT;170;Ausgelaufen;Metalltechnik - KFZ-Technik;Metalltechnik - KFZ-Technik;2016-02-01 11:02:31;Metalltechnik - KFZ-Technik;**;****;25;********;**;**;**;3
70;3;114;00;T;CP;170;Ausgelaufen;Physik, Chemie, Biologie;Physik, Chemie, Biologie;2017-01-03 16:37:18;Physik, Chemie, Biologie;**;****;41;********;**;**;**;3
70;3;115;00;S;SG;170;Ausgelaufen;Sozial- u. Gesundheitswesen;Sozial- u. Gesundheitswesen;2015-01-05 11:42:45;Sozial- u. Gesundheitswesen;**;****;*****;********;**;**;**;3
70;3;115;01;S;SG;170;Ausgelaufen;Sozialwesen;Sozialwesen;2018-03-07 13:53:37;Sozialwesen;**;****;83;********;**;**;**;3
70;3;116;00;T;TB;170;Ausgelaufen;Textiltechnik und Bekleidung;Textiltechnik und Bekleidung;2017-01-03 16:33:08;Textiltechnik und Bekleidung;**;****;28;********;**;**;**;3
70;3;117;00;T;VT;170;Ausgelaufen;Vermessungstechnik;Vermessungstechnik;2017-01-03 16:33:11;Vermessungstechnik;**;****;31;********;**;**;**;3
70;3;118;00;W;WV;170;Ausgelaufen;Wirtschaft und Verwaltung;Wirtschaft und Verwaltung;2018-03-07 13:53:41;Wirtschaft und Verwaltung;**;****;71;********;**;**;**;3
70;3;999;01;X;XX;180;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:58:47;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
70;3;999;00;X;XX;180;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:58:40;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
80;3;101;00;A;AW;190;Ausgelaufen;Agrarwirtschaft;Agrarwirtschaft;2019-02-14 15:16:14;Agrarwirtschaft;**;****;11;********;**;**;**;3
80;3;102;00;T;BT;190;Ausgelaufen;Bautechnik;Bautechnik;2016-01-29 16:16:51;Bautechnik;**;****;32;********;**;**;**;3
80;3;103;00;T;DT;190;Ausgelaufen;Drucktechnik;Drucktechnik;2016-01-29 16:16:53;Drucktechnik;**;****;23;********;**;**;**;3
80;3;104;00;T;ET;190;Ausgelaufen;Elektrotechnik;Elektrotechnik;2016-01-29 16:16:55;Elektrotechnik;**;****;26;********;**;**;**;3
80;3;105;00;E;EH;190;Ausgelaufen;Ernährung und Hauswirtschaft;Ernährung und Hauswirtschaft;2016-01-29 16:16:57;Ernährung und Hauswirtschaft;**;****;83;********;**;**;**;3
80;3;106;00;G;FR;190;Ausgelaufen;Farbtechnik und Raumgestaltung;Farbtechnik und Raumgestaltung;2016-01-29 16:16:59;Farbtechnik und Raumgestaltung;**;****;33;********;**;**;**;3
80;3;115;02;S;SG;190;Ausgelaufen;Gesundheitswesen;Gesundheitswesen;2016-01-29 16:17:27;Gesundheitswesen;**;****;82;********;**;**;**;3
80;3;107;00;T;HT;190;Ausgelaufen;Holztechnik;Holztechnik;2016-01-29 16:17:01;Holztechnik;**;****;22;********;**;**;**;3
80;3;108;00;T;IT;190;Ausgelaufen;Informations- und Telekommunikationstechnik;Informations- und Telekommunikationstechnik;2016-01-29 16:17:06;Informations- und Telekommunikationstechnik;**;****;43;********;**;**;**;3
80;3;109;00;S;KP;190;Ausgelaufen;Körperpflege;Körperpflege;2016-01-29 16:17:08;Körperpflege;**;****;82;********;**;**;**;3
80;3;110;00;A;AW;190;Ausgelaufen;Land- u. Hauswirtschaft;Land- u. Hauswirtschaft;2015-01-05 11:46:26;Land- u. Hauswirtschaft;**;****;*****;********;**;**;**;3
80;3;111;00;T;MM;190;Ausgelaufen;Medien/Medientechnologie;Medien/Medientechnologie;2016-01-29 16:17:11;Medien/Medientechnologie;**;****;23;********;**;**;**;3
80;3;112;00;T;MZ;190;Ausgelaufen;Medizintechnik;Medizintechnik;2016-01-29 16:17:13;Medizintechnik;**;****;82;********;**;**;**;3
80;3;113;01;T;MT;190;Ausgelaufen;Metalltechnik - Allgemeine Maschinentechnik;Metalltechnik - Allgemeine Maschinentechnik;2015-01-05 11:46:48;Metalltechnik - Allgemeine Maschinentechnik;**;****;25;********;**;**;**;3
80;3;113;02;T;MT;190;Ausgelaufen;Metalltechnik - Heizung, Lüftung, Sanitär;Metalltechnik - Heizung, Lüftung, Sanitär;2015-01-05 11:46:52;Metalltechnik - Heizung, Lüftung, Sanitär;**;****;34;********;**;**;**;3
80;3;113;03;T;MT;190;Ausgelaufen;Metalltechnik - KFZ-Technik;Metalltechnik - KFZ-Technik;2015-01-05 11:46:56;Metalltechnik - KFZ-Technik;**;****;25;********;**;**;**;3
80;3;114;00;T;CP;190;Ausgelaufen;Physik, Chemie, Biologie;Physik, Chemie, Biologie;2016-01-29 16:17:22;Physik, Chemie, Biologie;**;****;41;********;**;**;**;3
80;3;115;00;S;SG;190;Ausgelaufen;Sozial- u. Gesundheitswesen;Sozial- u. Gesundheitswesen;2015-01-05 11:47:04;Sozial- u. Gesundheitswesen;**;****;*****;********;**;**;**;3
80;3;116;00;S;SG;190;Ausgelaufen;Sozialpflege/Pflegevorschule;Sozialpflege/Pflegevorschule;2015-01-05 11:47:18;Sozialpflege/Pflegevorschule;**;****;*****;********;**;**;**;3
80;3;115;01;S;SG;190;Ausgelaufen;Sozialwesen;Sozialwesen;2016-01-29 16:17:24;Sozialwesen;**;****;83;********;**;**;**;3
80;3;117;00;T;TB;190;Ausgelaufen;Textiltechnik und Bekleidung;Textiltechnik und Bekleidung;2016-01-29 16:17:31;Textiltechnik und Bekleidung;**;****;28;********;**;**;**;3
80;3;118;00;T;VT;190;Ausgelaufen;Vermessungstechnik;Vermessungstechnik;2016-01-29 16:17:33;Vermessungstechnik;**;****;31;********;**;**;**;3
80;3;119;00;W;WV;190;Ausgelaufen;Wirtschaft und Verwaltung;Wirtschaft und Verwaltung;2016-01-29 16:17:38;Wirtschaft und Verwaltung;**;****;71;********;**;**;**;3
80;3;999;01;X;XX;200;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:59:01;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
80;3;999;00;X;XX;200;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2015-08-24 14:58:54;Sonstiger Bildungsgang;**;****;*****;********;**;**;**;3
90;3;139;00;T;TB;210;Ausgelaufen;Änderungsschneider;Änderungsschneiderin;2020-04-02 21:49:43;Änderungsschneider/-in;35;3516;*****;2822202;**;**;**;3
90;3;123;00;G;FR;210;Ausgelaufen;Bauten- und Objektbeschichter;Bauten- und Objektbeschichterin;2015-01-05 11:50:57;Bauten- und Objektbeschichter/-in;51;5110;*****;3321202;**;**;**;3
90;3;124;00;W;WV;210;Ausgelaufen;Bürokaufmann;Bürokauffrau;2020-04-02 21:49:58;Bürokaufmann/-frau;78;7803;*****;7140215;**;**;**;3
90;3;111;00;T;TB;210;Ausgelaufen;Damenschneider;Damenschneiderin;2015-01-05 11:49:45;Damenschneider/-in;35;3513;*****;********;**;**;**;3
90;3;112;01;T;ET;210;Ausgelaufen;Elektroniker für Automatisierungstechnik;Elektronikerin für Automatisierungstechnik;2015-01-05 11:49:48;Elektroniker/-in für Automatisierungstechnik;31;3111;*****;2612202;**;**;**;3
90;3;112;02;T;ET;210;Ausgelaufen;Elektroniker für Betriebstechnik;Elektronikerin für Betriebstechnik;2020-04-02 21:50:05;Elektroniker/-in für Betriebstechnik;31;3112;*****;2625202;**;**;**;3
90;3;112;03;T;ET;210;Ausgelaufen;Elektroniker für Energie- und Gebäudetechnik;Elektronikerin für Energie- und Gebäudetechnik;2015-11-26 08:46:25;Elektroniker/-in für Energie- und Gebäudetechnik;31;3100;*****;2621211;**;**;**;3
90;3;112;04;T;ET;210;Ausgelaufen;Elektroniker für Gebäude- und Infrastruktursysteme;Elektronikerin für Gebäude- und Infrastruktursysteme;2015-01-05 11:49:55;Elektroniker/-in für Gebäude- und Infrastruktursysteme;31;3111;*****;2621206;**;**;**;3
90;3;112;05;T;ET;210;Ausgelaufen;Elektroniker für Geräte und Systeme;Elektronikerin für Geräte und Systeme;2020-04-02 21:50:21;Elektroniker/-in für Geräte und Systeme;31;3163;*****;2631210;**;**;**;3
90;3;112;06;T;ET;210;Ausgelaufen;Elektroniker für Informations- und Telekommunikationstechnik;Elektronikerin für Informations- und Telekommunikationstechnik;2015-01-05 11:50:01;Elektroniker/-in für Informations- und Telekommunikationstechnik;31;3125;*****;2631210;**;**;**;3
90;3;112;07;T;ET;210;Ausgelaufen;Elektroniker für Maschinen und Antriebstechnik;Elektronikerin für Maschinen und Antriebstechnik;2015-01-05 11:50:09;Elektroniker/-in für Maschinen und Antriebstechnik;31;3131;*****;2622203;**;**;**;3
90;3;115;00;T;ET;210;Ausgelaufen;Energieelektroniker;Energieelektronikerin;2015-01-05 11:50:31;Energieelektroniker/-in;31;3111;*****;********;**;**;**;3
90;3;101;00;T;IT;210;Ausgelaufen;Energiegeräteelektroniker;Energiegeräteelektronikerin;2015-01-05 11:48:51;Energiegeräteelektroniker/-in;31;3163;*****;********;**;**;**;3
90;3;130;00;O;OH;210;Ausgelaufen;Fachkraft für Lagerlogistik;Fachkraft für Lagerlogistik;2015-01-05 11:51:22;Fachkraft für Lagerlogistik;52;5221;*****;5131203;**;**;**;3
90;3;131;00;O;OH;210;Ausgelaufen;Fachlagerist;Fachlageristin;2020-04-02 21:50:24;Fachlagerist/-in;91;9140;*****;5131205;**;**;**;3
90;3;136;00;E;EH;210;Ausgelaufen;Fachverkäufer im Lebensmittelhandwerk;Fachverkäuferin im Lebensmittelhandwerk;2015-01-05 11:51:44;Fachverkäufer/-in im Lebensmittelhandwerk;66;6610;*****;6230202;**;**;**;3
90;3;138;00;O;OH;210;Ausgelaufen;Florist;Floristin;2020-04-02 21:50:40;Florist/-in;05;0530;*****;1220201;**;**;**;3
90;3;125;00;S;KP;210;Ausgelaufen;Friseur;Friseurin;2020-04-02 21:50:47;Friseur/-in;90;9010;*****;8231201;**;**;**;3
90;3;102;00;T;IT;210;Ausgelaufen;Funkelektroniker;Funkelektronikerin;2015-01-05 11:48:54;Funkelektroniker/-in;31;3172;*****;********;**;**;**;3
90;3;103;00;T;CP;210;Ausgelaufen;Galvaniseur;Galvaniseurin;2015-01-05 11:48:56;Galvaniseur/-in;23;2340;*****;********;**;**;**;3
90;3;104;00;G;FR;210;Ausgelaufen;Glas- und Porzellanmaler;Glas- und Porzellanmalerin;2015-01-05 11:48:58;Glas- und Porzellanmaler/-in;51;5140;*****;9342204;**;**;**;3
90;3;105;00;T;BT;210;Ausgelaufen;Glaser;Glaserin;2015-01-05 11:49:00;Glaser/-in;48;4850;*****;********;**;**;**;3
90;3;105;01;T;BT;210;Ausgelaufen;Glaser - Fenster und Glasfassadenbau;Glaserin - Fenster und Glasfassadenbau;2015-01-05 11:49:03;Glaser/-in - Fenster und Glasfassadenbau;48;4853;*****;3334202;**;**;**;3
